quantile,est,sd
0.25,0.08098730293444589,0.19109658442867958
0.3,0.06274281524181191,0.14582657918463446
0.35,0.052968873648708836,0.11921967193869788
0.4,0.037771327864135174,0.08582007580883459
0.45,0.018229713983146212,0.04513830844060486
0.5,0,0
0.55,-0.029219321963942946,0.05939934578047723
0.6000000000000001,-0.0380910881755554,0.0788294766102213
0.65,-0.05586679579903375,0.11339973918369034
0.7,-0.10653209891508908,0.21866643463366747
0.75,-0.14578164780459701,0.29265254396995954
